subscription_id,customer_id,tier,start_date,end_date,end_reason
S004933,C04405,Growth,2025-06-01,2025-12-01,Active
S004934,C04406,Growth,2025-05-01,2025-12-01,Active
S004935,C04407,Starter,2025-08-01,2025-12-01,Active
S004936,C04408,Growth,2023-02-01,2023-11-01,Churn
S004937,C04409,Growth,2024-11-01,2025-12-01,Active
S004938,C04410,Starter,2023-01-01,2023-05-01,Upgrade
S004939,C04410,Growth,2023-06-01,2025-10-01,Upgrade
S004940,C04410,Enterprise,2025-11-01,2025-12-01,Active
S004941,C04411,Growth,2024-09-01,2025-12-01,Active
S004942,C04412,Starter,2024-03-01,2024-06-01,Upgrade
S004943,C04412,Growth,2024-07-01,2025-12-01,Active
S004944,C04413,Growth,2025-03-01,2025-08-01,Churn
S004945,C04414,Growth,2025-05-01,2025-12-01,Active
S004946,C04415,Growth,2023-10-01,2024-01-01,Upgrade
S004947,C04415,Enterprise,2024-02-01,2025-12-01,Active
S004948,C04416,Starter,2025-10-01,2025-12-01,Active
S004949,C04417,Starter,2025-09-01,2025-12-01,Active
S004950,C04418,Starter,2024-05-01,2024-12-01,Churn
S004951,C04419,Growth,2025-10-01,2025-12-01,Active
S004952,C04420,Growth,2025-12-01,2025-12-01,Active
S004953,C04421,Starter,2025-08-01,2025-12-01,Active
S004954,C04422,Growth,2024-08-01,2025-04-01,Churn
S004955,C04423,Starter,2024-08-01,2025-12-01,Active
S004956,C04424,Starter,2023-02-01,2023-04-01,Churn
S004957,C04425,Growth,2024-04-01,2025-02-01,Churn
S004958,C04426,Growth,2025-06-01,2025-12-01,Active
S004959,C04427,Starter,2024-11-01,2025-12-01,Active
S004960,C04428,Starter,2024-09-01,2024-11-01,Churn
S004961,C04429,Growth,2025-02-01,2025-12-01,Active
S004962,C04430,Growth,2023-08-01,2024-07-01,Upgrade
S004963,C04430,Enterprise,2024-08-01,2025-12-01,Active
S004964,C04431,Growth,2025-05-01,2025-06-01,Upgrade
S004965,C04431,Enterprise,2025-07-01,2025-12-01,Active
S004966,C04432,Growth,2025-05-01,2025-12-01,Active
S004967,C04433,Starter,2024-04-01,2025-01-01,Churn
S004968,C04434,Starter,2024-12-01,2025-07-01,Churn
S004969,C04435,Enterprise,2025-09-01,2025-12-01,Active
S004970,C04436,Enterprise,2024-07-01,2025-12-01,Active
S004971,C04437,Starter,2025-02-01,2025-12-01,Active
S004972,C04438,Growth,2025-05-01,2025-12-01,Active
S004973,C04439,Starter,2025-09-01,2025-12-01,Active
S004974,C04440,Growth,2024-04-01,2025-12-01,Active
S004975,C04441,Starter,2025-04-01,2025-12-01,Active
S004976,C04442,Starter,2023-10-01,2025-10-01,Upgrade
S004977,C04442,Growth,2025-11-01,2025-12-01,Active
S004978,C04443,Starter,2025-03-01,2025-12-01,Active
S004979,C04444,Starter,2024-04-01,2025-12-01,Active
S004980,C04445,Starter,2024-03-01,2025-12-01,Active
S004981,C04446,Growth,2025-05-01,2025-12-01,Active
S004982,C04447,Enterprise,2023-01-01,2024-02-01,Churn
S004983,C04448,Growth,2025-09-01,2025-12-01,Active
S004984,C04449,Growth,2025-08-01,2025-12-01,Active
S004985,C04450,Starter,2024-06-01,2025-07-01,Upgrade
S004986,C04450,Growth,2025-08-01,2025-12-01,Active
S004987,C04451,Starter,2025-12-01,2025-12-01,Active
S004988,C04452,Growth,2024-10-01,2025-10-01,Churn
S004989,C04453,Growth,2025-07-01,2025-11-01,Churn
S004990,C04454,Starter,2025-02-01,2025-12-01,Active
S004991,C04455,Enterprise,2025-07-01,2025-12-01,Active
S004992,C04456,Starter,2025-12-01,2025-12-01,Active
S004993,C04457,Starter,2025-07-01,2025-12-01,Active
S004994,C04458,Starter,2023-10-01,2023-10-01,Churn
S004995,C04459,Starter,2025-05-01,2025-12-01,Active
S004996,C04460,Starter,2025-12-01,2025-12-01,Active
S004997,C04461,Starter,2023-07-01,2025-03-01,Upgrade
S004998,C04461,Growth,2025-04-01,2025-12-01,Active
S004999,C04462,Enterprise,2025-01-01,2025-12-01,Active
S005000,C04463,Growth,2023-04-01,2025-12-01,Active
S005001,C04464,Growth,2024-08-01,2025-12-01,Active
S005002,C04465,Starter,2023-10-01,2023-10-01,Churn
S005003,C04466,Starter,2025-11-01,2025-12-01,Active
S005004,C04467,Starter,2024-07-01,2025-08-01,Churn
S005005,C04468,Starter,2024-06-01,2025-12-01,Active
S005006,C04469,Starter,2025-05-01,2025-12-01,Active
S005007,C04470,Starter,2023-07-01,2025-12-01,Active
S005008,C04471,Starter,2025-11-01,2025-12-01,Active
S005009,C04472,Starter,2025-03-01,2025-09-01,Churn
S005010,C04473,Growth,2025-10-01,2025-12-01,Active
S005011,C04474,Growth,2023-04-01,2025-03-01,Churn
S005012,C04475,Starter,2023-09-01,2025-12-01,Active
S005013,C04476,Growth,2025-07-01,2025-12-01,Active
S005014,C04477,Starter,2025-10-01,2025-12-01,Active
S005015,C04478,Growth,2025-11-01,2025-12-01,Active
S005016,C04479,Growth,2023-06-01,2025-12-01,Active
S005017,C04480,Growth,2025-01-01,2025-12-01,Active
S005018,C04481,Starter,2025-01-01,2025-12-01,Active
S005019,C04482,Starter,2025-02-01,2025-12-01,Active
S005020,C04483,Growth,2024-01-01,2024-08-01,Churn
S005021,C04484,Growth,2024-02-01,2024-09-01,Downgrade
S005022,C04484,Starter,2024-10-01,2025-12-01,Active
S005023,C04485,Growth,2025-09-01,2025-12-01,Active
S005024,C04486,Starter,2024-06-01,2024-06-01,Churn
S005025,C04487,Starter,2024-01-01,2025-06-01,Upgrade
S005026,C04487,Growth,2025-07-01,2025-12-01,Active
S005027,C04488,Starter,2025-11-01,2025-11-01,Churn
S005028,C04489,Starter,2023-02-01,2023-12-01,Churn
S005029,C04490,Enterprise,2024-07-01,2025-12-01,Active
S005030,C04491,Growth,2025-01-01,2025-12-01,Active
S005031,C04492,Starter,2024-09-01,2025-12-01,Active
S005032,C04493,Starter,2025-01-01,2025-12-01,Active
S005033,C04494,Starter,2023-07-01,2024-02-01,Churn
S005034,C04495,Starter,2025-07-01,2025-12-01,Active
S005035,C04496,Growth,2024-01-01,2024-07-01,Churn
S005036,C04497,Enterprise,2023-11-01,2024-10-01,Downgrade
S005037,C04497,Growth,2024-11-01,2025-12-01,Active
S005038,C04498,Starter,2025-12-01,2025-12-01,Active
S005039,C04499,Growth,2025-11-01,2025-12-01,Active
S005040,C04500,Starter,2024-08-01,2025-12-01,Active
S005041,C04501,Starter,2024-11-01,2025-04-01,Upgrade
S005042,C04501,Growth,2025-05-01,2025-12-01,Active
S005043,C04502,Growth,2025-02-01,2025-12-01,Active
S005044,C04503,Starter,2024-09-01,2025-12-01,Active
S005045,C04504,Growth,2024-10-01,2025-12-01,Active
S005046,C04505,Growth,2024-12-01,2025-12-01,Active
S005047,C04506,Enterprise,2025-09-01,2025-12-01,Active
S005048,C04507,Starter,2025-06-01,2025-12-01,Active
S005049,C04508,Growth,2024-10-01,2025-12-01,Active
S005050,C04509,Starter,2025-10-01,2025-12-01,Active
S005051,C04510,Growth,2025-07-01,2025-12-01,Active
S005052,C04511,Starter,2024-08-01,2025-12-01,Active
S005053,C04512,Growth,2024-03-01,2025-12-01,Active
S005054,C04513,Starter,2025-04-01,2025-12-01,Active
S005055,C04514,Enterprise,2023-05-01,2024-12-01,Churn
S005056,C04515,Starter,2024-07-01,2024-08-01,Churn
S005057,C04516,Starter,2025-01-01,2025-04-01,Churn
S005058,C04517,Starter,2023-05-01,2024-11-01,Churn
S005059,C04518,Enterprise,2024-07-01,2025-12-01,Active
S005060,C04519,Starter,2024-11-01,2025-12-01,Active
S005061,C04520,Starter,2024-06-01,2024-08-01,Upgrade
S005062,C04520,Growth,2024-09-01,2024-12-01,Churn
S005063,C04521,Growth,2025-02-01,2025-12-01,Active
S005064,C04522,Starter,2025-06-01,2025-08-01,Churn
S005065,C04523,Growth,2024-11-01,2024-11-01,Churn
S005066,C04524,Starter,2025-11-01,2025-12-01,Active
S005067,C04525,Starter,2023-10-01,2025-12-01,Active
S005068,C04526,Starter,2024-07-01,2025-12-01,Active
S005069,C04527,Growth,2024-09-01,2025-12-01,Active
S005070,C04528,Growth,2023-12-01,2025-12-01,Active
S005071,C04529,Starter,2025-10-01,2025-12-01,Active
S005072,C04530,Growth,2025-01-01,2025-12-01,Active
S005073,C04531,Enterprise,2024-12-01,2025-12-01,Active
S005074,C04532,Growth,2024-06-01,2025-12-01,Active
S005075,C04533,Enterprise,2023-03-01,2023-04-01,Downgrade
S005076,C04533,Growth,2023-05-01,2023-10-01,Churn
S005077,C04534,Starter,2025-09-01,2025-12-01,Active
S005078,C04535,Starter,2025-03-01,2025-12-01,Active
S005079,C04536,Starter,2024-05-01,2025-11-01,Upgrade
S005080,C04536,Growth,2025-12-01,2025-12-01,Active
S005081,C04537,Growth,2024-10-01,2025-12-01,Active
S005082,C04538,Starter,2025-08-01,2025-12-01,Active
S005083,C04539,Starter,2025-11-01,2025-12-01,Active
S005084,C04540,Growth,2024-12-01,2025-04-01,Churn
S005085,C04541,Growth,2024-04-01,2025-09-01,Churn
S005086,C04542,Growth,2025-05-01,2025-10-01,Downgrade
S005087,C04542,Starter,2025-11-01,2025-12-01,Active
S005088,C04543,Starter,2024-01-01,2024-07-01,Churn
S005089,C04544,Growth,2024-09-01,2025-12-01,Active
S005090,C04545,Starter,2023-11-01,2024-02-01,Churn
S005091,C04546,Enterprise,2024-09-01,2025-12-01,Active
S005092,C04547,Starter,2023-01-01,2025-09-01,Churn
S005093,C04548,Starter,2025-11-01,2025-12-01,Active
S005094,C04549,Starter,2024-08-01,2024-08-01,Churn
S005095,C04550,Starter,2025-02-01,2025-05-01,Upgrade
S005096,C04550,Growth,2025-06-01,2025-12-01,Active
S005097,C04551,Growth,2023-12-01,2025-12-01,Active
S005098,C04552,Starter,2023-09-01,2024-05-01,Churn
S005099,C04553,Starter,2023-11-01,2024-08-01,Upgrade
S005100,C04553,Growth,2024-09-01,2025-09-01,Churn
S005101,C04554,Growth,2024-10-01,2025-12-01,Active
S005102,C04555,Growth,2023-12-01,2025-12-01,Active
S005103,C04556,Starter,2025-05-01,2025-12-01,Active
S005104,C04557,Starter,2024-04-01,2025-12-01,Active
S005105,C04558,Starter,2025-06-01,2025-12-01,Active
S005106,C04559,Starter,2023-11-01,2025-12-01,Active
S005107,C04560,Enterprise,2023-02-01,2025-12-01,Active
S005108,C04561,Starter,2025-04-01,2025-12-01,Active
S005109,C04562,Growth,2023-12-01,2025-12-01,Active
S005110,C04563,Growth,2024-10-01,2025-12-01,Active
S005111,C04564,Starter,2023-07-01,2025-12-01,Active
S005112,C04565,Starter,2024-04-01,2025-12-01,Active
S005113,C04566,Growth,2023-03-01,2025-12-01,Active
S005114,C04567,Starter,2024-11-01,2025-02-01,Churn
S005115,C04568,Growth,2024-06-01,2024-09-01,Churn
S005116,C04569,Starter,2025-02-01,2025-10-01,Upgrade
S005117,C04569,Growth,2025-11-01,2025-12-01,Active
S005118,C04570,Starter,2024-04-01,2025-12-01,Active
S005119,C04571,Starter,2025-06-01,2025-12-01,Active
S005120,C04572,Starter,2023-08-01,2025-12-01,Active
S005121,C04573,Starter,2025-07-01,2025-07-01,Churn
S005122,C04574,Enterprise,2024-08-01,2025-12-01,Active
S005123,C04575,Growth,2024-07-01,2024-10-01,Churn
S005124,C04576,Growth,2024-11-01,2025-12-01,Active
S005125,C04577,Growth,2025-11-01,2025-12-01,Active
S005126,C04578,Growth,2023-04-01,2023-12-01,Churn
S005127,C04579,Growth,2025-08-01,2025-12-01,Active
S005128,C04580,Starter,2023-10-01,2025-12-01,Active
S005129,C04581,Growth,2025-11-01,2025-11-01,Upgrade
S005130,C04581,Enterprise,2025-12-01,2025-12-01,Active
S005131,C04582,Growth,2024-05-01,2025-12-01,Active
S005132,C04583,Starter,2025-07-01,2025-12-01,Active
S005133,C04584,Growth,2025-07-01,2025-12-01,Active
S005134,C04585,Starter,2025-07-01,2025-12-01,Active
S005135,C04586,Starter,2024-08-01,2024-08-01,Upgrade
S005136,C04586,Growth,2024-09-01,2024-09-01,Upgrade
S005137,C04586,Enterprise,2024-10-01,2024-10-01,Churn
S005138,C04587,Starter,2023-10-01,2025-04-01,Churn
S005139,C04588,Enterprise,2023-06-01,2025-07-01,Churn
S005140,C04589,Starter,2023-06-01,2023-12-01,Upgrade
S005141,C04589,Growth,2024-01-01,2025-12-01,Active
S005142,C04590,Starter,2023-08-01,2023-12-01,Churn
S005143,C04591,Growth,2023-11-01,2024-08-01,Churn
S005144,C04592,Starter,2025-06-01,2025-12-01,Active
S005145,C04593,Starter,2023-09-01,2023-12-01,Churn
S005146,C04594,Starter,2024-01-01,2024-08-01,Upgrade
S005147,C04594,Growth,2024-09-01,2025-12-01,Active
S005148,C04595,Enterprise,2025-10-01,2025-12-01,Active
S005149,C04596,Starter,2024-08-01,2024-10-01,Churn
S005150,C04597,Starter,2024-09-01,2024-11-01,Churn
S005151,C04598,Enterprise,2025-01-01,2025-12-01,Active
S005152,C04599,Starter,2024-06-01,2024-09-01,Churn
S005153,C04600,Enterprise,2024-06-01,2025-12-01,Active
S005154,C04601,Starter,2023-04-01,2024-05-01,Churn
S005155,C04602,Growth,2025-07-01,2025-12-01,Active
S005156,C04603,Growth,2024-06-01,2024-11-01,Upgrade
S005157,C04603,Enterprise,2024-12-01,2025-06-01,Churn
S005158,C04604,Enterprise,2024-05-01,2025-12-01,Active
S005159,C04605,Starter,2025-04-01,2025-12-01,Active
S005160,C04606,Starter,2025-12-01,2025-12-01,Active
S005161,C04607,Enterprise,2025-05-01,2025-12-01,Active
S005162,C04608,Starter,2024-12-01,2025-03-01,Upgrade
S005163,C04608,Growth,2025-04-01,2025-11-01,Churn
S005164,C04609,Enterprise,2025-10-01,2025-12-01,Active
S005165,C04610,Starter,2025-09-01,2025-12-01,Active
S005166,C04611,Starter,2024-11-01,2025-08-01,Upgrade
S005167,C04611,Growth,2025-09-01,2025-12-01,Active
S005168,C04612,Starter,2024-10-01,2025-12-01,Active
S005169,C04613,Growth,2024-11-01,2025-12-01,Active
S005170,C04614,Starter,2023-05-01,2023-06-01,Churn
S005171,C04615,Growth,2024-08-01,2025-08-01,Churn
S005172,C04616,Starter,2024-04-01,2025-12-01,Active
S005173,C04617,Starter,2023-08-01,2023-09-01,Churn
S005174,C04618,Starter,2024-12-01,2025-02-01,Churn
S005175,C04619,Growth,2024-08-01,2025-11-01,Upgrade
S005176,C04619,Enterprise,2025-12-01,2025-12-01,Active
S005177,C04620,Starter,2023-03-01,2023-11-01,Churn
S005178,C04621,Starter,2023-08-01,2025-08-01,Churn
S005179,C04622,Starter,2024-01-01,2025-12-01,Active
S005180,C04623,Starter,2023-12-01,2024-12-01,Churn
S005181,C04624,Starter,2024-08-01,2025-12-01,Active
S005182,C04625,Starter,2024-03-01,2025-12-01,Active
S005183,C04626,Growth,2024-08-01,2025-12-01,Active
S005184,C04627,Enterprise,2025-05-01,2025-12-01,Active
S005185,C04628,Starter,2025-07-01,2025-12-01,Active
S005186,C04629,Starter,2025-12-01,2025-12-01,Active
S005187,C04630,Growth,2025-08-01,2025-12-01,Active
S005188,C04631,Growth,2025-08-01,2025-12-01,Active
S005189,C04632,Enterprise,2023-09-01,2025-12-01,Active
S005190,C04633,Growth,2025-07-01,2025-12-01,Active
S005191,C04634,Starter,2023-07-01,2025-03-01,Upgrade
S005192,C04634,Growth,2025-04-01,2025-12-01,Active
S005193,C04635,Starter,2024-04-01,2024-08-01,Churn
S005194,C04636,Starter,2025-06-01,2025-12-01,Active
S005195,C04637,Starter,2024-01-01,2024-08-01,Churn
S005196,C04638,Starter,2024-01-01,2025-12-01,Active
S005197,C04639,Enterprise,2024-05-01,2025-05-01,Churn
S005198,C04640,Enterprise,2025-08-01,2025-12-01,Active
S005199,C04641,Starter,2023-03-01,2023-04-01,Churn
S005200,C04642,Enterprise,2024-05-01,2025-12-01,Active
S005201,C04643,Growth,2023-08-01,2023-08-01,Churn
S005202,C04644,Starter,2023-05-01,2024-10-01,Upgrade
S005203,C04644,Growth,2024-11-01,2025-12-01,Active
S005204,C04645,Enterprise,2023-07-01,2023-07-01,Downgrade
S005205,C04645,Growth,2023-08-01,2023-11-01,Upgrade
S005206,C04645,Enterprise,2023-12-01,2024-03-01,Churn
S005207,C04646,Starter,2024-10-01,2025-12-01,Active
S005208,C04647,Growth,2025-03-01,2025-05-01,Downgrade
S005209,C04647,Starter,2025-06-01,2025-09-01,Churn
S005210,C04648,Growth,2023-12-01,2025-12-01,Active
S005211,C04649,Starter,2024-11-01,2025-12-01,Active
S005212,C04650,Starter,2024-04-01,2025-06-01,Churn
S005213,C04651,Growth,2024-12-01,2025-06-01,Downgrade
S005214,C04651,Starter,2025-07-01,2025-12-01,Active
S005215,C04652,Growth,2023-03-01,2025-12-01,Active
S005216,C04653,Starter,2024-04-01,2025-12-01,Active
S005217,C04654,Starter,2025-01-01,2025-12-01,Active
S005218,C04655,Starter,2025-11-01,2025-12-01,Active
S005219,C04656,Growth,2024-06-01,2025-12-01,Active
S005220,C04657,Enterprise,2024-11-01,2025-12-01,Active
S005221,C04658,Enterprise,2024-06-01,2025-12-01,Active
S005222,C04659,Growth,2023-07-01,2025-12-01,Active
S005223,C04660,Enterprise,2025-12-01,2025-12-01,Active
S005224,C04661,Growth,2025-06-01,2025-12-01,Active
S005225,C04662,Growth,2023-09-01,2025-07-01,Churn
S005226,C04663,Starter,2025-07-01,2025-12-01,Active
S005227,C04664,Starter,2024-08-01,2025-06-01,Upgrade
S005228,C04664,Growth,2025-07-01,2025-12-01,Active
S005229,C04665,Starter,2023-10-01,2023-10-01,Upgrade
S005230,C04665,Growth,2023-11-01,2025-12-01,Active
S005231,C04666,Growth,2023-05-01,2023-12-01,Upgrade
S005232,C04666,Enterprise,2024-01-01,2025-12-01,Active
S005233,C04667,Enterprise,2025-11-01,2025-12-01,Active
S005234,C04668,Starter,2025-04-01,2025-12-01,Active
S005235,C04669,Starter,2024-10-01,2025-12-01,Active
S005236,C04670,Starter,2024-06-01,2025-12-01,Active
S005237,C04671,Starter,2024-04-01,2025-01-01,Churn
S005238,C04672,Growth,2023-12-01,2024-08-01,Churn
S005239,C04673,Starter,2025-05-01,2025-07-01,Upgrade
S005240,C04673,Growth,2025-08-01,2025-12-01,Active
S005241,C04674,Starter,2024-09-01,2025-12-01,Active
S005242,C04675,Starter,2025-04-01,2025-08-01,Churn
S005243,C04676,Starter,2025-12-01,2025-12-01,Active
S005244,C04677,Starter,2024-10-01,2025-10-01,Churn
S005245,C04678,Enterprise,2023-04-01,2025-12-01,Active
S005246,C04679,Starter,2025-03-01,2025-05-01,Churn
S005247,C04680,Starter,2025-08-01,2025-12-01,Active
S005248,C04681,Growth,2023-08-01,2025-12-01,Active
S005249,C04682,Starter,2025-05-01,2025-11-01,Upgrade
S005250,C04682,Growth,2025-12-01,2025-12-01,Active
S005251,C04683,Starter,2025-11-01,2025-12-01,Active
S005252,C04684,Growth,2025-08-01,2025-12-01,Active
S005253,C04685,Growth,2025-10-01,2025-12-01,Active
S005254,C04686,Growth,2025-12-01,2025-12-01,Active
S005255,C04687,Growth,2024-12-01,2025-12-01,Active
S005256,C04688,Enterprise,2023-12-01,2025-06-01,Downgrade
S005257,C04688,Growth,2025-07-01,2025-12-01,Active
S005258,C04689,Starter,2025-10-01,2025-12-01,Active
S005259,C04690,Starter,2024-08-01,2025-12-01,Active
S005260,C04691,Starter,2025-09-01,2025-09-01,Churn
S005261,C04692,Starter,2025-12-01,2025-12-01,Active
S005262,C04693,Starter,2025-08-01,2025-12-01,Active
S005263,C04694,Enterprise,2025-01-01,2025-12-01,Active
S005264,C04695,Starter,2023-02-01,2025-12-01,Active
S005265,C04696,Starter,2025-01-01,2025-12-01,Active
S005266,C04697,Starter,2024-04-01,2025-12-01,Active
S005267,C04698,Starter,2025-03-01,2025-09-01,Churn
S005268,C04699,Growth,2025-10-01,2025-12-01,Active
S005269,C04700,Growth,2025-04-01,2025-12-01,Active
S005270,C04701,Growth,2024-03-01,2025-03-01,Downgrade
S005271,C04701,Starter,2025-04-01,2025-07-01,Churn
S005272,C04702,Enterprise,2025-07-01,2025-12-01,Active
S005273,C04703,Starter,2024-07-01,2025-12-01,Active
S005274,C04704,Growth,2023-07-01,2025-12-01,Active
S005275,C04705,Growth,2024-01-01,2025-12-01,Active
S005276,C04706,Growth,2025-05-01,2025-12-01,Active
S005277,C04707,Starter,2025-07-01,2025-12-01,Active
S005278,C04708,Growth,2023-09-01,2025-02-01,Upgrade
S005279,C04708,Enterprise,2025-03-01,2025-12-01,Active
S005280,C04709,Growth,2024-06-01,2025-06-01,Downgrade
S005281,C04709,Starter,2025-07-01,2025-12-01,Active
S005282,C04710,Starter,2023-03-01,2023-07-01,Churn
S005283,C04711,Growth,2025-09-01,2025-12-01,Active
S005284,C04712,Enterprise,2025-04-01,2025-12-01,Active
S005285,C04713,Enterprise,2025-02-01,2025-12-01,Active
S005286,C04714,Starter,2023-04-01,2025-12-01,Active
S005287,C04715,Starter,2023-11-01,2024-04-01,Churn
S005288,C04716,Growth,2024-01-01,2025-12-01,Active
S005289,C04717,Starter,2024-04-01,2025-12-01,Active
S005290,C04718,Starter,2025-07-01,2025-12-01,Active
S005291,C04719,Starter,2023-12-01,2024-05-01,Churn
S005292,C04720,Starter,2025-12-01,2025-12-01,Active
S005293,C04721,Growth,2025-11-01,2025-12-01,Active
S005294,C04722,Starter,2023-09-01,2025-12-01,Active
S005295,C04723,Starter,2023-07-01,2025-03-01,Upgrade
S005296,C04723,Growth,2025-04-01,2025-06-01,Churn
S005297,C04724,Growth,2024-05-01,2025-11-01,Churn
S005298,C04725,Growth,2025-01-01,2025-12-01,Active
S005299,C04726,Starter,2025-03-01,2025-09-01,Churn
S005300,C04727,Starter,2024-05-01,2025-12-01,Active
S005301,C04728,Starter,2025-11-01,2025-12-01,Active
S005302,C04729,Starter,2025-12-01,2025-12-01,Active
S005303,C04730,Growth,2024-03-01,2025-09-01,Churn
S005304,C04731,Starter,2023-07-01,2025-06-01,Upgrade
S005305,C04731,Growth,2025-07-01,2025-12-01,Active
S005306,C04732,Starter,2025-09-01,2025-12-01,Active
S005307,C04733,Starter,2023-08-01,2024-12-01,Upgrade
S005308,C04733,Growth,2025-01-01,2025-06-01,Churn
S005309,C04734,Starter,2024-06-01,2025-02-01,Churn
S005310,C04735,Enterprise,2025-09-01,2025-12-01,Active
S005311,C04736,Starter,2024-08-01,2025-12-01,Active
S005312,C04737,Starter,2024-11-01,2025-12-01,Active
S005313,C04738,Enterprise,2024-08-01,2025-12-01,Active
S005314,C04739,Starter,2025-10-01,2025-12-01,Active
S005315,C04740,Starter,2025-10-01,2025-12-01,Active
S005316,C04741,Starter,2024-12-01,2025-12-01,Active
S005317,C04742,Starter,2023-11-01,2025-12-01,Active
S005318,C04743,Growth,2024-11-01,2025-12-01,Active
S005319,C04744,Starter,2023-06-01,2023-12-01,Churn
S005320,C04745,Growth,2025-01-01,2025-02-01,Upgrade
S005321,C04745,Enterprise,2025-03-01,2025-12-01,Active
S005322,C04746,Starter,2025-05-01,2025-12-01,Active
S005323,C04747,Growth,2025-04-01,2025-12-01,Active
S005324,C04748,Starter,2025-03-01,2025-06-01,Churn
S005325,C04749,Growth,2024-07-01,2025-12-01,Active
S005326,C04750,Enterprise,2025-11-01,2025-12-01,Active
S005327,C04751,Growth,2025-05-01,2025-12-01,Active
S005328,C04752,Starter,2025-12-01,2025-12-01,Active
S005329,C04753,Growth,2024-09-01,2025-12-01,Active
S005330,C04754,Enterprise,2024-07-01,2025-12-01,Active
S005331,C04755,Growth,2024-07-01,2025-12-01,Active
S005332,C04756,Starter,2023-11-01,2024-08-01,Churn
S005333,C04757,Starter,2025-02-01,2025-12-01,Active
S005334,C04758,Starter,2024-10-01,2025-09-01,Churn
S005335,C04759,Starter,2025-04-01,2025-12-01,Active
S005336,C04760,Starter,2025-03-01,2025-05-01,Churn
S005337,C04761,Starter,2024-02-01,2025-12-01,Active
S005338,C04762,Starter,2023-04-01,2025-12-01,Active
S005339,C04763,Enterprise,2023-04-01,2025-12-01,Active
S005340,C04764,Growth,2023-03-01,2025-12-01,Active
S005341,C04765,Starter,2024-06-01,2024-12-01,Upgrade
S005342,C04765,Growth,2025-01-01,2025-12-01,Active
S005343,C04766,Starter,2024-06-01,2025-12-01,Active
S005344,C04767,Starter,2025-06-01,2025-12-01,Active
S005345,C04768,Growth,2025-01-01,2025-12-01,Active
S005346,C04769,Starter,2024-01-01,2025-11-01,Churn
S005347,C04770,Starter,2024-06-01,2025-12-01,Active
S005348,C04771,Starter,2024-10-01,2025-12-01,Active
S005349,C04772,Starter,2025-01-01,2025-12-01,Active
S005350,C04773,Enterprise,2023-03-01,2025-12-01,Active
S005351,C04774,Starter,2023-10-01,2024-06-01,Churn
S005352,C04775,Starter,2023-06-01,2025-01-01,Churn
S005353,C04776,Growth,2024-04-01,2024-10-01,Upgrade
S005354,C04776,Enterprise,2024-11-01,2025-12-01,Active
S005355,C04777,Starter,2023-11-01,2025-12-01,Active
S005356,C04778,Starter,2025-01-01,2025-12-01,Active
S005357,C04779,Enterprise,2024-08-01,2025-12-01,Active
S005358,C04780,Starter,2024-02-01,2025-02-01,Churn
S005359,C04781,Starter,2023-08-01,2025-12-01,Active
S005360,C04782,Starter,2023-12-01,2025-12-01,Active
S005361,C04783,Growth,2025-10-01,2025-12-01,Active
S005362,C04784,Starter,2025-10-01,2025-11-01,Upgrade
S005363,C04784,Growth,2025-12-01,2025-12-01,Active
S005364,C04785,Starter,2024-05-01,2024-09-01,Churn
S005365,C04786,Growth,2024-11-01,2025-12-01,Active
S005366,C04787,Growth,2023-07-01,2024-10-01,Churn
S005367,C04788,Growth,2025-09-01,2025-12-01,Active
S005368,C04789,Starter,2023-05-01,2024-10-01,Churn
S005369,C04790,Growth,2024-10-01,2025-12-01,Active
S005370,C04791,Starter,2023-01-01,2024-10-01,Upgrade
S005371,C04791,Growth,2024-11-01,2025-12-01,Active
S005372,C04792,Starter,2025-02-01,2025-12-01,Active
S005373,C04793,Starter,2024-09-01,2025-04-01,Upgrade
S005374,C04793,Growth,2025-05-01,2025-06-01,Churn
S005375,C04794,Starter,2024-08-01,2025-12-01,Active
S005376,C04795,Starter,2023-10-01,2025-03-01,Churn
S005377,C04796,Enterprise,2024-08-01,2025-12-01,Active
S005378,C04797,Starter,2024-01-01,2024-07-01,Upgrade
S005379,C04797,Growth,2024-08-01,2025-12-01,Active
S005380,C04798,Growth,2024-01-01,2025-12-01,Active
S005381,C04799,Starter,2025-01-01,2025-02-01,Churn
S005382,C04800,Starter,2024-02-01,2025-04-01,Churn
S005383,C04801,Starter,2023-02-01,2023-07-01,Upgrade
S005384,C04801,Growth,2023-08-01,2025-12-01,Active
S005385,C04802,Starter,2025-04-01,2025-12-01,Active
S005386,C04803,Growth,2025-03-01,2025-04-01,Downgrade
S005387,C04803,Starter,2025-05-01,2025-07-01,Churn
S005388,C04804,Starter,2024-02-01,2024-06-01,Churn
S005389,C04805,Starter,2023-02-01,2025-08-01,Upgrade
S005390,C04805,Growth,2025-09-01,2025-12-01,Active
S005391,C04806,Starter,2025-09-01,2025-12-01,Active
S005392,C04807,Starter,2024-09-01,2025-12-01,Active
S005393,C04808,Starter,2023-02-01,2023-11-01,Churn
S005394,C04809,Starter,2024-07-01,2025-12-01,Active
S005395,C04810,Enterprise,2025-10-01,2025-12-01,Active
S005396,C04811,Growth,2024-10-01,2024-10-01,Churn
S005397,C04812,Enterprise,2025-08-01,2025-12-01,Active
S005398,C04813,Enterprise,2024-02-01,2025-12-01,Active
S005399,C04814,Starter,2024-07-01,2024-12-01,Upgrade
