customer_id,signup_date,industry,region,sales_channel,initial_tier,discount_pct
C04374,2025-02-28,Other,EMEA,Direct,Growth,0
C04375,2023-12-06,Technology,EMEA,Self-Serve,Starter,5
C04376,2025-06-18,Technology,EMEA,Partner,Growth,10
C04377,2023-07-29,Healthcare,APAC,Self-Serve,Starter,10
C04378,2023-10-02,Manufacturing,North America,Self-Serve,Growth,15
C04379,2024-10-08,Healthcare,LATAM,Self-Serve,Growth,0
C04380,2025-11-07,Manufacturing,North America,Partner,Starter,0
C04381,2024-09-28,Manufacturing,North America,Self-Serve,Starter,10
C04382,2024-11-21,Technology,EMEA,Self-Serve,Starter,0
C04383,2024-07-31,Technology,APAC,Self-Serve,Growth,0
C04384,2025-12-08,Media,EMEA,Partner,Growth,10
C04385,2025-01-06,Media,APAC,Partner,Growth,5
C04386,2024-11-28,Media,EMEA,Partner,Starter,0
C04387,2024-03-19,Financial Services,APAC,Self-Serve,Starter,0
C04388,2023-07-26,Retail,North America,Self-Serve,Starter,5
C04389,2024-04-07,Financial Services,North America,Self-Serve,Enterprise,10
C04390,2025-05-10,Healthcare,North America,Self-Serve,Enterprise,15
C04391,2024-08-01,Retail,EMEA,Self-Serve,Starter,0
C04392,2024-08-08,Media,EMEA,Partner,Growth,15
C04393,2024-12-13,Financial Services,North America,Self-Serve,Starter,0
C04394,2025-11-28,Technology,EMEA,Direct,Enterprise,20
C04395,2023-06-27,Technology,APAC,Self-Serve,Growth,0
C04396,2025-02-17,Financial Services,EMEA,Self-Serve,Starter,0
C04397,2024-05-24,Healthcare,North America,Partner,Growth,5
C04398,2024-02-05,Technology,LATAM,Direct,Growth,10
C04399,2024-12-04,Technology,APAC,Partner,Starter,0
C04400,2025-02-10,Media,North America,Direct,Growth,0
C04401,2024-09-05,Technology,North America,Direct,Growth,0
C04402,2025-06-30,Retail,North America,Direct,Starter,0
C04403,2025-07-06,Financial Services,LATAM,Partner,Starter,10
C04404,2025-08-27,Retail,APAC,Partner,Starter,0
C04405,2025-05-25,Media,North America,Partner,Starter,0
C04406,2025-05-29,Technology,EMEA,Direct,Growth,10
C04407,2025-08-28,Media,EMEA,Self-Serve,Starter,0
C04408,2023-02-15,Media,North America,Self-Serve,Growth,10
C04409,2024-11-09,Technology,North America,Partner,Growth,5
C04410,2023-01-07,Technology,APAC,Partner,Starter,10
C04411,2024-09-10,Technology,North America,Self-Serve,Growth,10
C04412,2024-03-24,Financial Services,LATAM,Direct,Starter,0
C04413,2025-03-15,Technology,EMEA,Self-Serve,Growth,10
C04414,2025-05-17,Manufacturing,North America,Direct,Growth,0
C04415,2023-10-25,Technology,EMEA,Self-Serve,Growth,15
C04416,2025-10-05,Retail,North America,Self-Serve,Starter,0
C04417,2025-09-03,Retail,APAC,Self-Serve,Starter,0
C04418,2024-05-28,Education,North America,Self-Serve,Starter,5
C04419,2025-10-05,Healthcare,APAC,Direct,Growth,10
C04420,2025-12-01,Media,EMEA,Direct,Growth,5
C04421,2025-08-09,Manufacturing,North America,Self-Serve,Starter,10
C04422,2024-08-11,Technology,APAC,Self-Serve,Growth,0
C04423,2024-08-27,Retail,EMEA,Self-Serve,Starter,0
C04424,2023-02-22,Media,North America,Self-Serve,Starter,0
C04425,2024-04-18,Technology,North America,Direct,Growth,15
C04426,2025-06-13,Financial Services,EMEA,Direct,Growth,0
C04427,2024-11-30,Technology,North America,Self-Serve,Starter,10
C04428,2024-09-27,Technology,North America,Self-Serve,Starter,0
C04429,2025-02-19,Retail,North America,Partner,Growth,20
C04430,2023-08-03,Retail,LATAM,Direct,Growth,15
C04431,2025-05-31,Media,North America,Self-Serve,Growth,10
C04432,2025-05-07,Financial Services,EMEA,Direct,Growth,15
C04433,2024-04-30,Retail,North America,Direct,Starter,5
C04434,2024-12-20,Technology,North America,Self-Serve,Starter,10
C04435,2025-09-21,Retail,EMEA,Self-Serve,Enterprise,15
C04436,2024-07-07,Technology,North America,Self-Serve,Enterprise,15
C04437,2025-02-07,Healthcare,North America,Direct,Starter,0
C04438,2025-05-04,Retail,EMEA,Partner,Growth,15
C04439,2025-09-20,Manufacturing,North America,Self-Serve,Starter,0
C04440,2024-04-10,Healthcare,North America,Direct,Growth,5
C04441,2025-04-20,Manufacturing,EMEA,Self-Serve,Starter,10
C04442,2023-10-13,Retail,North America,Self-Serve,Starter,0
C04443,2025-03-15,Healthcare,North America,Partner,Starter,0
C04444,2024-04-22,Technology,North America,Self-Serve,Starter,0
C04445,2024-03-02,Media,North America,Direct,Starter,0
C04446,2025-05-04,Retail,North America,Self-Serve,Growth,0
C04447,2023-01-10,Technology,North America,Self-Serve,Enterprise,20
C04448,2025-09-09,Financial Services,EMEA,Direct,Growth,0
C04449,2025-08-08,Other,EMEA,Direct,Growth,10
C04450,2024-06-24,Education,APAC,Self-Serve,Starter,0
C04451,2025-12-04,Education,North America,Direct,Starter,0
C04452,2024-10-05,Technology,APAC,Partner,Growth,15
C04453,2025-07-18,Technology,LATAM,Partner,Growth,10
C04454,2025-02-03,Manufacturing,North America,Direct,Starter,5
C04455,2025-07-11,Financial Services,EMEA,Self-Serve,Enterprise,25
C04456,2025-12-07,Education,LATAM,Direct,Starter,0
C04457,2025-07-11,Media,LATAM,Self-Serve,Starter,5
C04458,2023-10-03,Retail,LATAM,Self-Serve,Starter,5
C04459,2025-05-31,Healthcare,EMEA,Direct,Starter,0
C04460,2025-12-24,Other,North America,Self-Serve,Starter,0
C04461,2023-07-30,Healthcare,APAC,Self-Serve,Starter,10
C04462,2025-01-05,Technology,North America,Partner,Enterprise,25
C04463,2023-04-13,Healthcare,APAC,Self-Serve,Growth,0
C04464,2024-08-23,Technology,North America,Self-Serve,Growth,0
C04465,2023-10-26,Financial Services,APAC,Self-Serve,Starter,0
C04466,2025-11-18,Technology,North America,Self-Serve,Starter,0
C04467,2024-07-31,Retail,EMEA,Self-Serve,Starter,10
C04468,2024-06-17,Healthcare,North America,Direct,Starter,0
C04469,2025-05-11,Manufacturing,North America,Direct,Starter,0
C04470,2023-07-20,Healthcare,LATAM,Direct,Starter,0
C04471,2025-11-07,Media,EMEA,Self-Serve,Starter,0
C04472,2025-03-19,Education,APAC,Direct,Starter,0
C04473,2025-10-19,Manufacturing,LATAM,Self-Serve,Growth,0
C04474,2023-04-24,Manufacturing,APAC,Direct,Growth,0
C04475,2023-09-10,Technology,APAC,Self-Serve,Starter,0
C04476,2025-07-27,Education,North America,Self-Serve,Growth,5
C04477,2025-10-28,Retail,EMEA,Self-Serve,Starter,0
C04478,2025-11-21,Financial Services,North America,Self-Serve,Growth,15
C04479,2023-06-04,Financial Services,North America,Self-Serve,Growth,15
C04480,2025-01-29,Education,EMEA,Direct,Growth,10
C04481,2025-01-24,Financial Services,North America,Self-Serve,Starter,10
C04482,2025-02-25,Education,North America,Self-Serve,Starter,0
C04483,2024-01-01,Technology,North America,Self-Serve,Growth,0
C04484,2024-02-17,Technology,EMEA,Self-Serve,Growth,10
C04485,2025-09-19,Media,North America,Partner,Growth,15
C04486,2024-06-09,Media,North America,Direct,Starter,0
C04487,2024-01-11,Retail,North America,Self-Serve,Starter,0
C04488,2025-11-21,Technology,LATAM,Partner,Starter,5
C04489,2023-02-24,Media,EMEA,Partner,Starter,0
C04490,2024-07-17,Other,North America,Self-Serve,Enterprise,10
C04491,2025-01-23,Technology,APAC,Self-Serve,Growth,10
C04492,2024-09-29,Retail,EMEA,Self-Serve,Starter,5
C04493,2025-01-20,Technology,North America,Direct,Starter,10
C04494,2023-07-31,Education,APAC,Self-Serve,Starter,0
C04495,2025-07-04,Media,EMEA,Self-Serve,Starter,5
C04496,2024-01-28,Manufacturing,APAC,Self-Serve,Growth,0
C04497,2023-11-16,Financial Services,North America,Direct,Enterprise,30
C04498,2025-12-26,Healthcare,LATAM,Self-Serve,Starter,0
C04499,2025-11-17,Healthcare,North America,Direct,Growth,5
C04500,2024-08-10,Healthcare,North America,Self-Serve,Starter,0
C04501,2024-11-20,Healthcare,APAC,Partner,Starter,0
C04502,2025-02-04,Media,North America,Self-Serve,Growth,10
C04503,2024-09-14,Media,North America,Direct,Starter,10
C04504,2024-10-19,Manufacturing,APAC,Self-Serve,Growth,0
C04505,2024-12-21,Financial Services,EMEA,Partner,Growth,5
C04506,2025-09-08,Financial Services,APAC,Direct,Enterprise,30
C04507,2025-06-01,Retail,North America,Self-Serve,Starter,5
C04508,2024-10-05,Retail,EMEA,Direct,Growth,10
C04509,2025-10-09,Healthcare,North America,Direct,Starter,0
C04510,2025-07-06,Technology,LATAM,Direct,Growth,10
C04511,2024-08-26,Financial Services,North America,Direct,Starter,0
C04512,2024-03-18,Technology,EMEA,Self-Serve,Growth,10
C04513,2025-04-03,Retail,EMEA,Self-Serve,Starter,10
C04514,2023-05-03,Healthcare,LATAM,Self-Serve,Enterprise,10
C04515,2024-07-09,Technology,North America,Direct,Starter,5
C04516,2025-01-15,Retail,North America,Self-Serve,Starter,0
C04517,2023-05-14,Technology,EMEA,Self-Serve,Starter,0
C04518,2024-07-22,Healthcare,North America,Direct,Enterprise,10
C04519,2024-11-25,Technology,EMEA,Direct,Starter,0
C04520,2024-06-05,Technology,North America,Direct,Starter,0
C04521,2025-02-16,Financial Services,APAC,Self-Serve,Growth,10
C04522,2025-06-27,Technology,EMEA,Direct,Starter,0
C04523,2024-11-12,Healthcare,North America,Self-Serve,Growth,0
C04524,2025-11-21,Media,APAC,Partner,Starter,0
C04525,2023-10-25,Technology,North America,Partner,Starter,0
C04526,2024-07-20,Technology,APAC,Direct,Starter,10
C04527,2024-09-06,Education,North America,Self-Serve,Growth,5
C04528,2023-12-22,Financial Services,North America,Direct,Growth,5
C04529,2025-10-31,Media,North America,Direct,Starter,0
C04530,2025-01-25,Manufacturing,North America,Direct,Growth,10
C04531,2024-12-02,Financial Services,EMEA,Direct,Enterprise,15
C04532,2024-06-19,Manufacturing,APAC,Self-Serve,Growth,15
C04533,2023-03-29,Other,APAC,Partner,Enterprise,20
C04534,2025-09-21,Media,APAC,Self-Serve,Starter,0
C04535,2025-03-09,Retail,APAC,Direct,Starter,0
C04536,2024-05-26,Retail,North America,Direct,Starter,10
C04537,2024-10-02,Technology,North America,Self-Serve,Growth,0
C04538,2025-08-02,Media,North America,Direct,Starter,5
C04539,2025-11-06,Healthcare,North America,Direct,Starter,0
C04540,2024-12-01,Manufacturing,North America,Direct,Growth,0
C04541,2024-04-05,Manufacturing,North America,Self-Serve,Growth,10
C04542,2025-05-28,Manufacturing,North America,Direct,Growth,10
C04543,2024-01-22,Retail,North America,Direct,Starter,0
C04544,2024-09-02,Technology,North America,Direct,Growth,15
C04545,2023-11-11,Media,North America,Direct,Starter,10
C04546,2024-09-13,Technology,North America,Direct,Enterprise,25
C04547,2023-01-10,Healthcare,EMEA,Partner,Starter,0
C04548,2025-11-13,Manufacturing,North America,Self-Serve,Starter,5
C04549,2024-08-15,Financial Services,North America,Self-Serve,Starter,0
C04550,2025-02-08,Retail,APAC,Direct,Starter,0
C04551,2023-12-17,Financial Services,APAC,Self-Serve,Growth,0
C04552,2023-09-26,Education,North America,Direct,Starter,0
C04553,2023-11-26,Technology,LATAM,Direct,Starter,0
C04554,2024-10-24,Media,North America,Self-Serve,Growth,0
C04555,2023-12-14,Financial Services,North America,Self-Serve,Growth,15
C04556,2025-05-19,Media,APAC,Direct,Starter,0
C04557,2024-04-30,Retail,EMEA,Self-Serve,Starter,5
C04558,2025-06-10,Technology,EMEA,Direct,Starter,0
C04559,2023-11-15,Manufacturing,EMEA,Direct,Starter,0
C04560,2023-02-14,Financial Services,North America,Direct,Enterprise,25
C04561,2025-04-18,Technology,LATAM,Direct,Starter,10
C04562,2023-12-23,Technology,EMEA,Direct,Growth,0
C04563,2024-10-09,Technology,APAC,Self-Serve,Growth,0
C04564,2023-07-24,Financial Services,EMEA,Self-Serve,Starter,0
C04565,2024-04-15,Manufacturing,EMEA,Self-Serve,Starter,10
C04566,2023-03-17,Technology,EMEA,Direct,Growth,10
C04567,2024-11-02,Manufacturing,North America,Direct,Starter,0
C04568,2024-06-07,Manufacturing,North America,Direct,Growth,0
C04569,2025-02-28,Manufacturing,APAC,Self-Serve,Starter,0
C04570,2024-04-20,Technology,North America,Partner,Starter,10
C04571,2025-06-30,Manufacturing,EMEA,Self-Serve,Starter,0
C04572,2023-08-06,Retail,North America,Self-Serve,Starter,0
C04573,2025-07-23,Manufacturing,EMEA,Self-Serve,Starter,5
C04574,2024-08-19,Media,North America,Direct,Enterprise,15
C04575,2024-07-13,Media,APAC,Self-Serve,Growth,15
C04576,2024-11-27,Retail,APAC,Self-Serve,Growth,10
C04577,2025-11-28,Technology,EMEA,Partner,Growth,20
C04578,2023-04-13,Retail,EMEA,Direct,Growth,10
C04579,2025-08-13,Healthcare,North America,Partner,Growth,10
C04580,2023-10-07,Other,North America,Partner,Starter,5
C04581,2025-11-13,Manufacturing,APAC,Self-Serve,Growth,10
C04582,2024-05-30,Education,North America,Direct,Growth,0
C04583,2025-07-02,Financial Services,North America,Direct,Starter,0
C04584,2025-07-09,Financial Services,North America,Direct,Growth,10
C04585,2025-07-10,Financial Services,North America,Direct,Starter,0
C04586,2024-08-02,Technology,EMEA,Self-Serve,Starter,0
C04587,2023-10-06,Manufacturing,North America,Self-Serve,Starter,5
C04588,2023-06-20,Manufacturing,EMEA,Partner,Enterprise,10
C04589,2023-06-02,Technology,North America,Direct,Starter,0
C04590,2023-08-21,Technology,APAC,Direct,Starter,5
C04591,2023-11-18,Media,EMEA,Direct,Growth,10
C04592,2025-06-15,Technology,North America,Self-Serve,Starter,0
C04593,2023-09-18,Education,North America,Direct,Starter,0
C04594,2024-01-16,Financial Services,North America,Self-Serve,Starter,0
C04595,2025-10-13,Financial Services,North America,Direct,Enterprise,15
C04596,2024-08-20,Retail,EMEA,Self-Serve,Starter,10
C04597,2024-09-03,Financial Services,EMEA,Direct,Starter,10
C04598,2025-01-01,Financial Services,North America,Direct,Enterprise,25
C04599,2024-06-26,Other,North America,Self-Serve,Starter,5
C04600,2024-06-04,Financial Services,North America,Direct,Enterprise,15
C04601,2023-04-02,Education,EMEA,Self-Serve,Starter,0
C04602,2025-07-01,Technology,North America,Self-Serve,Growth,0
C04603,2024-06-11,Technology,APAC,Direct,Growth,0
C04604,2024-05-27,Education,APAC,Direct,Enterprise,25
C04605,2025-04-12,Retail,North America,Self-Serve,Starter,10
C04606,2025-12-29,Manufacturing,EMEA,Direct,Starter,0
C04607,2025-05-08,Technology,EMEA,Self-Serve,Enterprise,10
C04608,2024-12-08,Retail,North America,Self-Serve,Starter,0
C04609,2025-10-23,Financial Services,North America,Partner,Enterprise,25
C04610,2025-09-10,Other,North America,Self-Serve,Starter,0
C04611,2024-11-30,Education,North America,Direct,Starter,0
C04612,2024-10-05,Financial Services,APAC,Direct,Starter,0
C04613,2024-11-05,Manufacturing,APAC,Self-Serve,Growth,15
C04614,2023-05-30,Retail,North America,Partner,Starter,0
C04615,2024-08-31,Technology,North America,Direct,Growth,15
C04616,2024-04-12,Financial Services,North America,Self-Serve,Starter,0
C04617,2023-08-29,Retail,North America,Direct,Starter,10
C04618,2024-12-12,Retail,EMEA,Partner,Starter,5
C04619,2024-08-04,Retail,North America,Partner,Growth,5
C04620,2023-03-12,Retail,North America,Self-Serve,Starter,0
C04621,2023-08-02,Education,EMEA,Self-Serve,Starter,0
C04622,2024-01-01,Media,EMEA,Direct,Starter,0
C04623,2023-12-15,Technology,North America,Direct,Starter,0
C04624,2024-08-08,Media,North America,Self-Serve,Starter,0
C04625,2024-03-05,Education,EMEA,Direct,Starter,10
C04626,2024-08-06,Healthcare,APAC,Partner,Growth,15
C04627,2025-05-29,Financial Services,North America,Self-Serve,Enterprise,20
C04628,2025-07-31,Manufacturing,North America,Direct,Starter,0
C04629,2025-12-26,Technology,EMEA,Self-Serve,Starter,5
C04630,2025-08-27,Healthcare,EMEA,Partner,Growth,5
C04631,2025-08-13,Retail,LATAM,Self-Serve,Growth,5
C04632,2023-09-13,Financial Services,EMEA,Partner,Enterprise,10
C04633,2025-07-21,Manufacturing,North America,Self-Serve,Growth,0
C04634,2023-07-03,Retail,LATAM,Self-Serve,Starter,0
C04635,2024-04-30,Manufacturing,North America,Self-Serve,Starter,5
C04636,2025-06-26,Financial Services,North America,Direct,Starter,0
C04637,2024-01-18,Other,North America,Self-Serve,Starter,5
C04638,2024-01-06,Manufacturing,EMEA,Self-Serve,Starter,0
C04639,2024-05-18,Healthcare,EMEA,Partner,Enterprise,20
C04640,2025-08-31,Financial Services,North America,Partner,Enterprise,15
C04641,2023-03-14,Manufacturing,North America,Self-Serve,Starter,5
C04642,2024-05-14,Financial Services,EMEA,Direct,Enterprise,20
C04643,2023-08-21,Technology,North America,Self-Serve,Growth,10
C04644,2023-05-11,Media,North America,Self-Serve,Starter,0
C04645,2023-07-25,Healthcare,North America,Self-Serve,Enterprise,15
C04646,2024-10-30,Education,APAC,Self-Serve,Starter,0
C04647,2025-03-19,Manufacturing,North America,Self-Serve,Growth,0
C04648,2023-12-30,Technology,EMEA,Direct,Growth,10
C04649,2024-11-25,Other,EMEA,Direct,Starter,5
C04650,2024-04-11,Financial Services,North America,Direct,Starter,0
C04651,2024-12-27,Financial Services,North America,Self-Serve,Growth,0
C04652,2023-03-13,Technology,LATAM,Self-Serve,Growth,10
C04653,2024-04-02,Retail,EMEA,Self-Serve,Starter,5
C04654,2025-01-28,Manufacturing,EMEA,Self-Serve,Starter,0
C04655,2025-11-28,Education,EMEA,Self-Serve,Starter,0
C04656,2024-06-20,Other,LATAM,Self-Serve,Growth,10
C04657,2024-11-16,Other,North America,Direct,Enterprise,20
C04658,2024-06-06,Manufacturing,North America,Direct,Enterprise,15
C04659,2023-07-23,Education,APAC,Self-Serve,Growth,10
C04660,2025-12-03,Education,EMEA,Partner,Enterprise,15
C04661,2025-06-12,Healthcare,EMEA,Self-Serve,Growth,10
C04662,2023-09-10,Education,North America,Partner,Growth,10
C04663,2025-07-06,Media,EMEA,Direct,Starter,0
C04664,2024-08-25,Healthcare,North America,Self-Serve,Starter,0
C04665,2023-10-23,Technology,EMEA,Self-Serve,Starter,0
C04666,2023-05-24,Financial Services,EMEA,Self-Serve,Growth,0
C04667,2025-11-07,Financial Services,North America,Direct,Enterprise,10
C04668,2025-04-24,Retail,North America,Partner,Starter,0
C04669,2024-10-20,Healthcare,EMEA,Direct,Starter,0
C04670,2024-06-16,Financial Services,North America,Direct,Starter,0
C04671,2024-04-23,Retail,EMEA,Self-Serve,Starter,0
C04672,2023-12-04,Manufacturing,North America,Direct,Growth,5
C04673,2025-05-05,Education,APAC,Self-Serve,Starter,0
C04674,2024-09-28,Retail,APAC,Direct,Starter,5
C04675,2025-04-09,Financial Services,North America,Self-Serve,Starter,0
C04676,2025-12-11,Financial Services,North America,Direct,Starter,10
C04677,2024-10-22,Retail,North America,Direct,Starter,0
C04678,2023-04-01,Financial Services,North America,Direct,Enterprise,20
C04679,2025-03-05,Financial Services,North America,Self-Serve,Starter,0
C04680,2025-08-18,Financial Services,EMEA,Self-Serve,Starter,10
C04681,2023-08-28,Healthcare,APAC,Partner,Growth,5
C04682,2025-05-23,Healthcare,North America,Direct,Starter,5
C04683,2025-11-29,Healthcare,North America,Self-Serve,Starter,0
C04684,2025-08-12,Media,EMEA,Self-Serve,Growth,0
C04685,2025-10-07,Retail,APAC,Self-Serve,Growth,0
C04686,2025-12-26,Other,APAC,Self-Serve,Growth,0
C04687,2024-12-11,Financial Services,North America,Direct,Growth,10
C04688,2023-12-13,Financial Services,North America,Direct,Enterprise,30
C04689,2025-10-16,Manufacturing,North America,Partner,Starter,0
C04690,2024-08-31,Education,North America,Self-Serve,Starter,10
C04691,2025-09-18,Media,EMEA,Self-Serve,Starter,5
C04692,2025-12-08,Technology,North America,Self-Serve,Starter,10
C04693,2025-08-20,Technology,North America,Direct,Starter,0
C04694,2025-01-10,Healthcare,EMEA,Self-Serve,Enterprise,20
C04695,2023-02-15,Technology,North America,Direct,Starter,0
C04696,2025-01-23,Manufacturing,EMEA,Self-Serve,Starter,10
C04697,2024-04-22,Technology,North America,Self-Serve,Starter,0
C04698,2025-03-29,Other,APAC,Self-Serve,Starter,0
C04699,2025-10-23,Technology,EMEA,Self-Serve,Growth,0
C04700,2025-04-19,Technology,APAC,Partner,Growth,20
C04701,2024-03-29,Retail,North America,Direct,Growth,0
C04702,2025-07-22,Technology,APAC,Self-Serve,Enterprise,10
C04703,2024-07-02,Other,North America,Self-Serve,Starter,0
C04704,2023-07-28,Healthcare,North America,Partner,Growth,20
C04705,2024-01-23,Media,North America,Direct,Growth,15
C04706,2025-05-30,Healthcare,EMEA,Partner,Growth,15
C04707,2025-07-02,Financial Services,North America,Partner,Starter,0
C04708,2023-09-18,Manufacturing,North America,Self-Serve,Growth,0
C04709,2024-06-12,Financial Services,EMEA,Self-Serve,Growth,10
C04710,2023-03-21,Other,North America,Self-Serve,Starter,0
C04711,2025-09-01,Healthcare,North America,Self-Serve,Growth,15
C04712,2025-04-08,Technology,EMEA,Self-Serve,Enterprise,10
C04713,2025-02-06,Financial Services,EMEA,Direct,Enterprise,25
C04714,2023-04-28,Retail,LATAM,Direct,Starter,5
C04715,2023-11-28,Technology,LATAM,Direct,Starter,0
C04716,2024-01-28,Media,EMEA,Direct,Growth,15
C04717,2024-04-14,Retail,EMEA,Self-Serve,Starter,0
C04718,2025-07-29,Media,North America,Self-Serve,Starter,0
C04719,2023-12-07,Technology,EMEA,Partner,Starter,0
C04720,2025-12-18,Retail,North America,Self-Serve,Starter,0
C04721,2025-11-02,Financial Services,EMEA,Self-Serve,Growth,10
C04722,2023-09-07,Technology,North America,Self-Serve,Starter,0
C04723,2023-07-28,Media,North America,Direct,Starter,0
C04724,2024-05-04,Technology,EMEA,Direct,Growth,5
C04725,2025-01-30,Manufacturing,North America,Self-Serve,Growth,15
C04726,2025-03-10,Education,North America,Self-Serve,Starter,0
C04727,2024-05-10,Technology,North America,Self-Serve,Starter,0
C04728,2025-11-09,Manufacturing,North America,Self-Serve,Starter,10
C04729,2025-12-07,Technology,North America,Direct,Starter,10
C04730,2024-03-05,Other,APAC,Partner,Growth,15
C04731,2023-07-07,Manufacturing,APAC,Self-Serve,Starter,0
C04732,2025-09-28,Technology,APAC,Self-Serve,Starter,10
C04733,2023-08-04,Technology,North America,Partner,Starter,10
C04734,2024-06-21,Media,North America,Direct,Starter,0
C04735,2025-09-26,Manufacturing,North America,Self-Serve,Enterprise,5
C04736,2024-08-09,Education,North America,Self-Serve,Starter,5
C04737,2024-11-21,Technology,APAC,Direct,Starter,0
C04738,2024-08-11,Financial Services,North America,Self-Serve,Enterprise,5
C04739,2025-10-15,Retail,EMEA,Direct,Starter,0
C04740,2025-10-18,Manufacturing,North America,Self-Serve,Starter,0
C04741,2024-12-28,Retail,North America,Direct,Starter,5
C04742,2023-11-07,Technology,LATAM,Self-Serve,Starter,0
C04743,2024-11-14,Financial Services,LATAM,Self-Serve,Growth,5
C04744,2023-06-07,Media,North America,Self-Serve,Starter,0
C04745,2025-01-24,Healthcare,North America,Partner,Growth,15
C04746,2025-05-27,Technology,North America,Self-Serve,Starter,0
C04747,2025-04-16,Financial Services,North America,Direct,Growth,15
C04748,2025-03-04,Media,North America,Direct,Starter,0
C04749,2024-07-01,Financial Services,North America,Direct,Growth,0
C04750,2025-11-25,Technology,EMEA,Direct,Enterprise,20
C04751,2025-05-29,Healthcare,LATAM,Self-Serve,Growth,5
C04752,2025-12-10,Healthcare,North America,Self-Serve,Starter,0
C04753,2024-09-01,Healthcare,LATAM,Self-Serve,Growth,10
C04754,2024-07-31,Financial Services,EMEA,Direct,Enterprise,10
C04755,2024-07-06,Technology,North America,Direct,Growth,10
C04756,2023-11-07,Technology,APAC,Self-Serve,Starter,10
C04757,2025-02-20,Technology,APAC,Self-Serve,Starter,0
C04758,2024-10-20,Other,North America,Direct,Starter,0
C04759,2025-04-06,Retail,North America,Direct,Starter,0
C04760,2025-03-22,Retail,EMEA,Self-Serve,Starter,0
C04761,2024-02-04,Retail,North America,Partner,Starter,10
C04762,2023-04-22,Other,LATAM,Self-Serve,Starter,10
C04763,2023-04-22,Technology,EMEA,Self-Serve,Enterprise,20
C04764,2023-03-19,Healthcare,APAC,Partner,Growth,15
C04765,2024-06-11,Retail,EMEA,Self-Serve,Starter,0
C04766,2024-06-01,Financial Services,APAC,Direct,Starter,0
C04767,2025-06-09,Financial Services,North America,Self-Serve,Starter,0
C04768,2025-01-12,Healthcare,North America,Self-Serve,Growth,15
C04769,2024-01-29,Retail,EMEA,Partner,Starter,0
C04770,2024-06-24,Technology,North America,Direct,Starter,0
C04771,2024-10-12,Media,North America,Self-Serve,Starter,0
C04772,2025-01-28,Financial Services,North America,Self-Serve,Starter,0
C04773,2023-03-23,Technology,North America,Partner,Enterprise,5
C04774,2023-10-11,Financial Services,North America,Direct,Starter,0
C04775,2023-06-26,Retail,EMEA,Direct,Starter,0
C04776,2024-04-03,Retail,North America,Direct,Growth,0
C04777,2023-11-20,Financial Services,EMEA,Self-Serve,Starter,10
C04778,2025-01-11,Healthcare,North America,Self-Serve,Starter,0
C04779,2024-08-25,Healthcare,APAC,Direct,Enterprise,15
C04780,2024-02-25,Financial Services,North America,Direct,Starter,5
C04781,2023-08-27,Retail,APAC,Self-Serve,Starter,0
C04782,2023-12-10,Financial Services,North America,Self-Serve,Starter,0
C04783,2025-10-15,Financial Services,North America,Direct,Growth,0
C04784,2025-10-21,Media,EMEA,Self-Serve,Starter,0
C04785,2024-05-23,Financial Services,North America,Direct,Starter,5
C04786,2024-11-27,Manufacturing,APAC,Direct,Growth,10
C04787,2023-07-27,Technology,LATAM,Partner,Growth,5
C04788,2025-09-23,Manufacturing,North America,Direct,Growth,5
C04789,2023-05-01,Financial Services,North America,Self-Serve,Starter,0
C04790,2024-10-06,Financial Services,APAC,Partner,Growth,10
C04791,2023-01-27,Other,APAC,Direct,Starter,0
C04792,2025-02-01,Retail,EMEA,Self-Serve,Starter,0
C04793,2024-09-23,Retail,EMEA,Self-Serve,Starter,0
C04794,2024-08-04,Technology,APAC,Self-Serve,Starter,0
C04795,2023-10-27,Technology,APAC,Direct,Starter,0
C04796,2024-08-25,Education,North America,Self-Serve,Enterprise,15
C04797,2024-01-18,Financial Services,EMEA,Self-Serve,Starter,0
C04798,2024-01-15,Healthcare,EMEA,Partner,Growth,5
C04799,2025-01-01,Technology,EMEA,Direct,Starter,5
C04800,2024-02-10,Technology,EMEA,Partner,Starter,0
C04801,2023-02-11,Financial Services,EMEA,Self-Serve,Starter,0
C04802,2025-04-05,Healthcare,North America,Partner,Starter,0
C04803,2025-03-20,Financial Services,North America,Direct,Growth,5
C04804,2024-02-17,Media,North America,Self-Serve,Starter,0
C04805,2023-02-20,Technology,North America,Direct,Starter,0
C04806,2025-09-12,Technology,EMEA,Direct,Starter,0
C04807,2024-09-29,Retail,North America,Partner,Starter,0
C04808,2023-02-27,Financial Services,APAC,Direct,Starter,0
C04809,2024-07-26,Education,EMEA,Self-Serve,Starter,5
C04810,2025-10-10,Healthcare,APAC,Direct,Enterprise,20
C04811,2024-10-18,Financial Services,APAC,Self-Serve,Growth,10
C04812,2025-08-03,Other,North America,Self-Serve,Enterprise,10
C04813,2024-02-07,Financial Services,LATAM,Self-Serve,Enterprise,15
C04814,2024-07-29,Technology,North America,Direct,Starter,5
C04815,2025-05-01,Other,APAC,Self-Serve,Starter,5
C04816,2025-12-18,Retail,EMEA,Direct,Growth,5
C04817,2023-12-21,Financial Services,APAC,Self-Serve,Growth,10
C04818,2024-12-12,Technology,North America,Self-Serve,Growth,15
C04819,2023-07-09,Manufacturing,North America,Partner,Starter,0
